,client_fk,client_name,onboarded_date,case_receiving_date,client_source,total_case,Within_TAT,tat_breach
36700,3865,Nidan Digital Xray Center,2024-10-23,2024-10-22,Deepak Yadav and Saravan Choudhary,1,1,0
36702,926,Anbu Medical Care Hospital,2024-05-29,2024-11-03,Abhilash Bharathan and Balaganesh A,1,1,0
36709,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-10-25,,2,2,0
36710,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-11-07,Nikhil Hugar,3,2,1
36743,3613,Omega Hospitals Vizag,2024-04-01,2024-10-21,Mahesh Kumar G,4,0,0
36774,2980,Shanmuga Hospital Private Ltd.,2023-03-14,2024-11-10,,1,1,0
36797,2296,Sai Srinivasa Diagnostics,2021-10-26,2024-11-09,,1,1,0
36807,2764,Gayatri Pathology & X-ray Centre,2022-09-01,2024-10-18,,2,2,0
36811,926,Anbu Medical Care Hospital,2024-05-29,2024-10-29,Abhilash Bharathan and Balaganesh A,1,1,0
36816,568,Life Support Diagnostics Centre,2019-06-28,2024-11-05,,1,1,0
36830,3684,Marian Medical Centre - Puliyannoor,2024-06-05,2024-11-02,Abhilash Bharathan and Balaganesh A,4,4,0
36857,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,2024-08-30,2024-10-19,Anamika Kumari and Nikhil Hugar,1,1,0
36907,3533,Maitreya Hospital,2024-01-20,2024-10-18,Mahesh Salian,2,2,0
36937,2160,VK Medical Centre,2021-09-02,2024-10-26,Amith,1,1,0
36986,2208,AR Raheman Multispecialty Hospital,2021-09-20,2024-10-16,,1,1,0
37007,3332,Saikrupa Clinic,2023-09-05,2024-10-13,Abhilash ,3,3,0
37037,3589,Myo Healthcare,2024-02-29,2024-10-22,Mahesh Kumar G,2,2,0
37062,3491,Mahisagar Imaging Center,2023-12-19,2024-11-04,Nikhil Hugar,2,2,0
37074,2064,Fortune Medcare Hospital,2021-08-11,2024-11-04,,2,2,0
37096,1977,Balaji Diagnostic Centre - Gaya,2021-07-02,2024-10-21,,1,1,0
37100,1102,Maruti Scans & Labs - Ambattur,2019-10-18,2024-10-25,,1,0,1
37144,3447,Bansal Hospital Sagar,2023-10-20,2024-10-28,Mahesh Salian,8,8,0
37148,3784,Guru Hospital,2024-08-23,2024-10-29,Apoorv L Salehittal,3,1,2
37277,1013,Annai Medical Centre,2018-10-05,2024-10-13,,1,0,1
37279,3667,Sherwal Digital Colour X Ray,2024-05-06,2024-11-05,Nikhil Hugar,1,1,0
37323,3614,Arekere Life Care Diagnostics & Multispeciality Clinic,2024-03-25,2024-10-29,Podugu Bhanuprakash,3,1,2
37356,3548,Lisie Hospital,2024-01-30,2024-10-14,Vaishak Shivadasan,10,0,10
37369,451,Woodland Hospital,2019-03-23,2024-10-25,,1,1,0
37408,2713,Kiran Digital X-ray,2022-07-12,2024-10-30,,1,1,0
37426,3448,Shree Balaji Multi Speciality Health Centre,2023-10-21,2024-11-03,,1,1,0
37437,950,Bharat Pathology & Digital  X-ray Center,2019-12-24,2024-11-04,,1,1,0
37443,949,Pulse Diagnostics Pvt. Ltd. - Behala,2018-03-06,2024-11-08,,3,0,3
37445,3634,Padma Devaiah Multi-Speciality Hospital,2024-04-09,2024-11-04,Mahesh Salian,1,0,1
37464,2577,Kamareddy MRI & Diagnostic Centre,2022-04-18,2024-10-24,,2,2,0
37470,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-11-06,,3,3,0
37506,3595,SreeNagar Diagnostics,2024-03-07,2024-10-19,Vaishak Shivadasan,4,4,0
37530,866,Gadhinglaj Scan And Diagnostic Centre,2019-03-02,2024-10-31,,1,0,1
37563,3775,Chest Allergy And Sugar Clinic,2024-08-29,2024-10-27,Deepak Yadav and Saravan Choudhary,1,1,0
37590,1803,Global Diagnostics,2024-05-25,2024-11-10,Joel Elijah,1,1,0
37615,2137,Anirish Orthopedic Clinic,2021-08-25,2024-10-22,,2,2,0
37650,1851,Life Line Diagnostics Centre,2021-04-19,2024-11-06,,4,3,1
37654,1642,HBS Hospital,2021-01-13,2024-11-06,,1,1,0
37656,3793,SCAI Superspeciality Hospitals Private Limited,2024-09-14,2024-10-30,Deepak Yadav and Saravan Choudhary,1,1,0
37670,1506,Krishna Hospital & Research Center,2020-10-09,2024-11-07,,1,0,1
37702,778,Pen CT & MRI Scan Center,2019-02-02,2024-10-22,,1,1,0
37719,2160,VK Medical Centre,2021-09-02,2024-11-08,Amith,1,1,0
37814,3811,Annai Amaravathi CT Scan & Lab - Tirunelveli,2024-09-13,2024-11-10,Ayyappan Nagarajan and Balaganesh A,3,0,3
37825,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-10-21,Anamika Kumari and Nikhil Hugar,4,1,3
37851,3844,Bhardwaj Hospital - Himachal Pradesh,2024-10-05,2024-10-28,Anil Kumar and Saravan Choudhary,1,1,0
37853,2366,Surakshaa Hospital,2021-11-25,2024-10-30,,2,2,0
37910,3626,Hastha CT Scan,2024-04-02,2024-10-25,Mahesh Kumar G,3,2,1
37912,778,Pen CT & MRI Scan Center,2019-02-02,2024-10-23,,1,1,0
37931,3474,Hindusthan Hospital,2023-11-24,2024-10-28,Amith,2,2,0
37935,1803,Global Diagnostics,2024-05-25,2024-11-01,Joel Elijah,4,4,0
37962,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,2024-04-29,2024-10-18,Mahesh Salian,1,1,0
37972,3321,Asian Vascular Hospitals,2023-08-26,2024-10-28,Mahesh Salian,1,1,0
38022,2844,Prakhar High Tech CT Scan,2022-11-21,2024-11-07,,2,0,2
38046,1041,Sreema X-ray,2018-09-30,2024-11-07,,1,1,0
38089,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,2024-08-30,2024-10-26,Anamika Kumari and Nikhil Hugar,1,1,0
38113,13,Gokul Diagnostic and Scan Centre,2018-09-08,2024-10-29,,1,1,0
38160,3735,Gokul Diagnostic - Bangalore,2024-07-27,2024-10-19,Sunil,1,1,0
38173,3065,Santhosh Nursing Home Multi Speciality Hospital,2023-04-29,2024-10-14,5C Admin (Sathish),1,1,0
38205,3673,Tambo Salud,2024-05-09,2024-10-31,Vaishak Shivadasan,2,2,0
38241,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-11-10,,1,1,0
38272,3501,Numedisure Gaurav Hospital,2023-12-30,2024-10-12,Nikhil Hugar,1,1,0
38283,3217,CRH ENT MRI And Diagnostics,2023-06-03,2024-10-30,5C Admin (Vaishak),3,3,0
38284,1140,Athaayu MultiSpeciality Hospital,2019-04-26,2024-10-17,,1,1,0
38294,1954,Patidar Diagnostic,2021-06-16,2024-10-26,,13,13,0
38297,3332,Saikrupa Clinic,2023-09-05,2024-11-05,Abhilash ,3,1,2
38359,3491,Mahisagar Imaging Center,2023-12-19,2024-11-02,Nikhil Hugar,1,1,0
38392,1652,Nueclear Health Care Limited,2021-01-20,2024-11-06,,1,0,1
38398,757,Utkarsh Scan Centre,2019-02-23,2024-10-28,Amith,13,10,3
38400,3663,Healing Touch Hospital - Dehradun,2024-05-03,2024-11-10,Anthony Chethan,1,1,0
38420,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-10-31,Mahesh Salian,21,1,20
38473,269,Reshama X-ray And Pathology Centre,2020-03-08,2024-10-31,,1,1,0
38481,1094,Sarvoday Hospital,2019-02-09,2024-10-15,,1,1,0
38524,3637,Maruti Diagnostics,2024-04-12,2024-11-03,Joel Elijah,1,1,0
38537,2639,Affiniti Scan Center,2022-05-27,2024-10-23,,1,1,0
38541,269,Reshama X-ray And Pathology Centre,2020-03-08,2024-11-09,,1,1,0
38554,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-10-26,Anamika Kumari and Nikhil Hugar,1,1,0
38642,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,2024-02-23,2024-10-16,Anthony Chethan,10,10,0
38661,3779,Satva Hospital,2024-08-21,2024-10-15,Deepak Yadav and Saravan Choudhary,1,1,0
38669,3552,St.Isabel's Hospital,2024-02-01,2024-10-25,Yesu Samuels ,1,1,0
38729,2029,Mudalagi CT Scan Centre,2024-07-01,2024-10-17,Rajendra Prasad,2,2,0
38730,2897,Adarsh Nursing Home,2024-06-24,2024-10-22,Rajendra Prasad,2,2,0
38821,2248,Shree Ram Digital and Pathology Center,2021-10-04,2024-10-12,,2,2,0
38823,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-10-17,Nikhil Hugar,4,4,0
38908,2835,Kaya Health Care,2022-11-09,2024-10-24,,1,1,0
38946,3585,Cancer Centers of America - Amritsar,2024-02-21,2024-10-18,Ajith Jose Moonjely,2,0,0
38950,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-29,,5,4,1
38956,3735,Gokul Diagnostic - Bangalore,2024-07-27,2024-10-16,Sunil,1,1,0
38991,2477,Bioscan Diagnostics,2022-01-15,2024-10-16,,3,3,0
38993,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,2024-08-30,2024-10-31,Anamika Kumari and Nikhil Hugar,6,6,0
38996,3467,Ashirwad Clinic And Diagnostic Centre ,2023-11-21,2024-11-04,Nikhil Hugar,4,2,2
39001,3015,Megsan Diagnostics - KPHB,2023-04-06,2024-10-15,5C Admin (Vaishak),6,6,0
39013,2843,Manav Seva Akshar Advance Imaging Centre,2024-09-15,2024-10-29,Anamika Kumari and Nikhil Hugar,1,1,0
39022,3747,BELS Hospital,2024-08-03,2024-10-14,Mahesh Salian,3,3,0
39025,2459,Agarwal Nursing Home,2022-01-03,2024-10-20,,9,9,0
39072,2477,Bioscan Diagnostics,2022-01-15,2024-10-23,,5,5,0
39204,1621,Sri Mamata Diagnostic centre,2021-01-01,2024-10-17,,1,1,0
39212,3804,Sono Lab  & Imaging Centre Udaipur,2024-09-06,2024-10-29,Mahesh Salian,2,1,1
39234,2853,AV Multi -Speciality Hospital,2022-12-05,2024-11-01,,1,1,0
39239,3788,Bharat Cancer Hospital And Research Institute,2024-08-29,2024-10-21,Deepak Yadav and Saravan Choudhary,15,0,0
39274,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-11-10,Mahesh Salian,6,1,5
39277,333,Aayush Hospital & Maternity Home,2019-03-08,2024-10-16,,1,1,0
39308,2357,Legit Medical Diagnostics & Poly Clinic,2021-11-19,2024-10-15,,2,2,0
39345,757,Utkarsh Scan Centre,2019-02-23,2024-11-05,Amith,15,9,6
39362,1090,Mhaskar Hospital,2019-05-23,2024-10-18,,1,1,0
39363,3332,Saikrupa Clinic,2023-09-05,2024-10-23,Abhilash ,1,1,0
39371,3133,BRS Hospital - Unit Of Neuberg,2023-05-22,2024-11-04,5C Admin (Sathish),3,3,0
39385,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-20,,1,1,0
39411,3718,Blue Hills Hospital and Research Centre,2024-07-31,2024-10-25,Joel Elijah,1,1,0
39453,3480,KC Hospital,2023-12-06,2024-10-18,,1,1,0
39512,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-10-22,,16,11,5
39573,432,Preciise Diagnostics,2017-03-20,2024-10-22,,1,0,1
39577,618,Lotus Diagnostic - AS,2020-02-10,2024-11-02,,4,4,0
39587,2947,Fortis Hospital - Cunningham Road,2023-02-24,2024-11-10,,1,0,1
39627,3005,Cosmos Health Care,2023-03-30,2024-10-16,5C Admin (Sathish),4,4,0
39725,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-11-08,5C Admin (Amith),2,0,2
39736,2782,Apex Diagno Solution,2022-09-20,2024-10-14,,3,3,0
39758,3718,Blue Hills Hospital and Research Centre,2024-07-31,2024-10-14,Joel Elijah,2,2,0
39768,3613,Omega Hospitals Vizag,2024-04-01,2024-10-19,Mahesh Kumar G,4,0,0
39788,3321,Asian Vascular Hospitals,2023-08-26,2024-10-26,Mahesh Salian,2,2,0
39808,2730,GNRC Hospital - Sixmile,2022-07-20,2024-11-06,,8,8,0
39809,3332,Saikrupa Clinic,2023-09-05,2024-10-16,Abhilash ,2,2,0
39813,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-11-02,,2,2,0
39824,3736,Ratan Ultrasound Center,2024-08-09,2024-11-08,Sunil Malik and Akshat Misra,7,3,4
39851,3529,Meditrina Hospitals - Kollam,2024-09-18,2024-10-19,Abhilash Bharathan and Balaganesh A,9,9,0
39897,1892,Goalpara Sonoscan Centre,2021-05-05,2024-10-21,,8,6,2
39915,1872,Kamalabai CT Scan,2021-04-26,2024-10-21,,1,1,0
39916,1090,Mhaskar Hospital,2019-05-23,2024-10-19,,2,2,0
39942,2835,Kaya Health Care,2022-11-09,2024-10-25,,1,1,0
39960,1104,Rainbow Children's Medicare Pvt. Ltd.,2018-04-09,2024-11-10,,10,6,4
39964,926,Anbu Medical Care Hospital,2024-05-29,2024-11-10,Abhilash Bharathan and Balaganesh A,1,0,1
39981,3533,Maitreya Hospital,2024-01-20,2024-10-20,Mahesh Salian,1,1,0
40019,3589,Myo Healthcare,2024-02-29,2024-10-16,Mahesh Kumar G,5,5,0
40092,2623,Pacific Healthcare,2022-05-17,2024-10-25,,2,2,0
40109,1146,Alurwar Diagnostic Center,2019-05-25,2024-10-23,,3,2,1
40110,3735,Gokul Diagnostic - Bangalore,2024-07-27,2024-11-03,Sunil,1,1,0
40136,1533,Vishal Multi Specialty Health Care Centre,2020-10-27,2024-11-07,,1,1,0
40139,2160,VK Medical Centre,2021-09-02,2024-10-24,Amith,1,1,0
40177,1623,Blue Print Diagnostic & Polyclinic,2021-01-02,2024-10-31,,1,1,0
40181,596,Micro Lab & Digital X-ray,2019-05-08,2024-11-08,,1,1,0
40183,1145,Sri Vaishnavi Diagnostics And Scanning Centre,2019-01-29,2024-11-09,,3,2,1
40228,3426,Dr. Das Multispeciality Hospital,2023-09-25,2024-10-27,Mahesh,1,1,0
40234,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-10-25,Mahesh Salian,50,34,16
40317,3835,Invicta Diagnostic Pvt. Ltd.,2024-10-04,2024-10-14,Anamika Kumari and Nikhil Hugar,19,14,5
40335,365,Sevasadan Niramaya Hospital Private limited,2019-11-15,2024-10-19,,1,1,0
40336,2737,Safe Diagnostic,2022-07-25,2024-10-28,,1,1,0
40345,1954,Patidar Diagnostic,2021-06-16,2024-10-16,,6,6,0
40411,3705,Dorika Hospital - Assam,2024-06-28,2024-10-25,Mahesh Salian,2,0,2
40460,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-10-24,,2,2,0
40468,3707,SGD Diagnostics Center Pvt. Ltd. ,2024-09-05,2024-10-14,Akshat Misra and Nikhil Hugar,13,10,3
40511,1642,HBS Hospital,2021-01-13,2024-10-26,,1,0,1
40514,1851,Life Line Diagnostics Centre,2021-04-19,2024-10-26,,2,2,0
40518,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,2024-04-29,2024-10-31,Mahesh Salian,1,1,0
40550,2897,Adarsh Nursing Home,2024-06-24,2024-11-10,Rajendra Prasad,1,1,0
40603,1669,Suvidha Digital X-ray,2021-01-27,2024-10-22,,1,1,0
40640,1890,Narmada Apna Hospital,2021-05-05,2024-11-03,,6,3,3
40642,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-27,Rajendra Prasad and Nithin Bharadhwaj,1,1,0
40646,216,SG Hospital,2020-01-31,2024-11-05,,1,1,0
40716,1506,Krishna Hospital & Research Center,2020-10-09,2024-10-14,,4,3,1
40743,3610,Radiant Diagnostic Centre Bhavnagar,2024-03-20,2024-10-15,Mahesh Salian,1,1,0
40775,1944,Pandian Multispeciality Hospital,2021-06-10,2024-10-12,,1,1,0
40835,1669,Suvidha Digital X-ray,2021-01-27,2024-11-09,,1,1,0
40893,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-10-28,Anamika Kumari and Nikhil Hugar,7,7,0
40952,1718,Sonoscan Healthcare Pvt. Ltd. -  U2,2021-03-02,2024-10-24,,27,27,0
40974,2870,Nirman Hitesh Diagnostic Centre,2022-12-23,2024-11-06,,1,1,0
40982,2402,Abi Scans,2021-12-08,2024-10-26,,1,1,0
41000,3293,San Camilo,2021-10-20,2024-10-28,Vaishak Shivadasan,19,15,4
41033,3548,Lisie Hospital,2024-01-30,2024-11-07,Vaishak Shivadasan,7,0,7
41038,2742,RV Kani Lab,2022-08-01,2024-10-15,,3,3,0
41118,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-11-08,Anamika Kumari and Nikhil Hugar,1,0,1
41126,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-11-07,Mahesh Salian,23,14,9
41153,12,Mahadev Multispeciality Hospital,2018-10-29,2024-10-16,,4,4,0
41180,3707,SGD Diagnostics Center Pvt. Ltd. ,2024-09-05,2024-10-15,Akshat Misra and Nikhil Hugar,13,9,4
41189,1979,Shri Balaji 4th Generation MRI & Diagnostic Center,2021-07-05,2024-11-08,Mahesh Salian,2,2,0
41247,428,Shishudeep Hospital,2019-01-23,2024-10-15,,1,1,0
41271,825,Bone And Joint Clinic,2019-05-13,2024-10-26,,4,4,0
41284,3685,"KLE Centenary Charitable Hospital, Yellur Road",2024-06-06,2024-10-27,Amith,2,2,0
41290,3321,Asian Vascular Hospitals,2023-08-26,2024-10-21,Mahesh Salian,2,0,2
41305,269,Reshama X-ray And Pathology Centre,2020-03-08,2024-10-16,,2,2,0
41307,3707,SGD Diagnostics Center Pvt. Ltd. ,2024-09-05,2024-10-13,Akshat Misra and Nikhil Hugar,4,3,1
41337,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,2024-05-06,2024-11-01,Anthony Chethan,3,3,0
41340,3672,Rajanna CT Scan Center - Sircilla,2024-07-25,2024-10-23,Mahesh Salian,2,0,2
41346,3293,San Camilo,2021-10-20,2024-11-06,Vaishak Shivadasan,26,18,8
41347,3447,Bansal Hospital Sagar,2023-10-20,2024-10-17,Mahesh Salian,12,12,0
41351,3431,Nisarga Multi Speciality Hospital Raibag,2023-09-30,2024-11-05,mahesh,1,1,0
41389,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-11-06,Sunil,1,1,0
41398,1032,Camberwell Diagnostic Center,2024-09-13,2024-10-21,Nikhil Hugar,1,1,0
41421,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-30,Rajendra Prasad and Nithin Bharadhwaj,1,1,0
41441,3609,Care Diagnostic Centre,2024-03-20,2024-10-24,Pavan P Chouhan,2,2,0
41449,3733,A R Diagnostics,2024-08-22,2024-11-09,Joel Elijah,1,1,0
41479,12,Mahadev Multispeciality Hospital,2018-10-29,2024-10-17,,9,9,0
41503,2639,Affiniti Scan Center,2022-05-27,2024-11-09,,3,1,2
41563,1533,Vishal Multi Specialty Health Care Centre,2020-10-27,2024-11-03,,1,1,0
41601,596,Micro Lab & Digital X-ray,2019-05-08,2024-11-04,,1,1,0
41607,3467,Ashirwad Clinic And Diagnostic Centre ,2023-11-21,2024-10-14,Nikhil Hugar,3,2,1
41671,3705,Dorika Hospital - Assam,2024-06-28,2024-10-14,Mahesh Salian,4,2,2
41743,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-10-25,,3,3,0
41784,3065,Santhosh Nursing Home Multi Speciality Hospital,2023-04-29,2024-10-24,5C Admin (Sathish),1,1,0
41793,754,Parkmed Healthcare,2017-08-09,2024-10-25,,1,1,0
41797,1435,Chaudhari Diagnostics,2020-08-14,2024-10-21,,1,1,0
41832,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-11-04,Anamika Kumari and Nikhil Hugar,12,7,5
41840,1944,Pandian Multispeciality Hospital,2021-06-10,2024-10-13,,1,1,0
41869,3707,SGD Diagnostics Center Pvt. Ltd. ,2024-09-05,2024-10-12,Akshat Misra and Nikhil Hugar,8,8,0
41880,3775,Chest Allergy And Sugar Clinic,2024-08-29,2024-10-29,Deepak Yadav and Saravan Choudhary,1,1,0
41910,2054,Imperial Hospital,2021-08-07,2024-10-30,,2,2,0
41918,3777,Roy X-Ray Clinic,2024-08-21,2024-10-28,Sandipan Das and Mukta Nandi,1,1,0
41958,3653,The Bio Clinical Laboratory,2024-04-25,2024-11-02,Anthony Chethan,8,8,0
41999,399,Yenepoya Specialty Hospital,2016-11-07,2024-11-01,,5,5,0
42020,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-10-24,5C Admin (Amith),6,0,6
42047,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-11-09,Anamika Kumari and Nikhil Hugar,4,4,0
42059,350,Sehgal Neo Hospital,2019-09-18,2024-10-16,,1,1,0
42104,1145,Sri Vaishnavi Diagnostics And Scanning Centre,2019-01-29,2024-10-14,,1,1,0
42144,484,Advance Diagnostics - HP,2024-08-21,2024-10-28,Anil Kumar and Saravan Choudhary,1,1,0
42150,596,Micro Lab & Digital X-ray,2019-05-08,2024-10-18,,1,1,0
42156,3269,Svastha Speciality Clinic & Diagnostic Centre,2023-08-02,2024-10-19,5C Admin (Vaishak),3,3,0
42189,3685,"KLE Centenary Charitable Hospital, Yellur Road",2024-06-06,2024-10-31,Amith,2,2,0
42202,655,Sahasra Hospital,2018-06-23,2024-10-29,,3,3,0
42228,3751,Krishna Super Speciality Hospital,2024-08-07,2024-10-21,Nikhil Hugar,1,1,0
42234,350,Sehgal Neo Hospital,2019-09-18,2024-10-23,,1,1,0
42263,3878,Nakshatra Hospital Morbi,2024-11-08,2024-11-08,Deepak Yadav and Saravan Choudhary,1,0,1
42287,3483,Skyline Medicos and Diagnostics Center ,2023-12-06,2024-10-30,,3,3,0
42303,3444,Dharamsheela Devi Multispeciality Hospital,2023-10-19,2024-11-08,Mahesh  Salian,1,0,1
42402,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-11-10,,15,10,5
42409,3266,BHS Lakeview Hospital,2023-07-27,2024-11-04,5C Admin (Sathish),2,2,0
42423,1676,Nueclear Healthcare Ltd,2021-02-03,2024-11-08,,2,2,0
42431,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-10-29,Sunil,2,2,0
42439,1037,Jupiter Lifeline Hospital,2019-05-22,2024-10-22,,3,1,2
42466,3005,Cosmos Health Care,2023-03-30,2024-10-21,5C Admin (Sathish),1,1,0
42471,3735,Gokul Diagnostic - Bangalore,2024-07-27,2024-11-05,Sunil,1,1,0
42492,2406,Patna Diagnostic Center,2021-12-09,2024-10-24,Joel Elijah,2,2,0
42596,3269,Svastha Speciality Clinic & Diagnostic Centre,2023-08-02,2024-11-05,5C Admin (Vaishak),2,2,0
42612,255,JJ Digital X-ray Lab & ECG Services - Thambaram,2019-05-04,2024-11-01,,1,1,0
42639,2054,Imperial Hospital,2021-08-07,2024-10-15,,5,4,1
42758,3844,Bhardwaj Hospital - Himachal Pradesh,2024-10-05,2024-11-10,Anil Kumar and Saravan Choudhary,2,1,1
42784,2764,Gayatri Pathology & X-ray Centre,2022-09-01,2024-10-21,,2,2,0
42863,1506,Krishna Hospital & Research Center,2020-10-09,2024-10-20,,5,5,0
42886,3570,Medicover Multi Speciality Hospitals Pune ,2024-04-22,2024-10-20,Nikhil Hugar,2,2,0
42887,3716,Dinka Multispeciality Hospital,2024-08-06,2024-10-18,Joel Elijah,2,2,0
42970,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-17,,2,2,0
42986,2638,Life Care Health Diagnostic - Karwar,2022-05-25,2024-10-23,,3,3,0
43007,2406,Patna Diagnostic Center,2021-12-09,2024-10-15,Joel Elijah,3,3,0
43021,3700,Impulse Polyclinic,2024-08-02,2024-11-04,Joel Elijah,1,1,0
43040,1954,Patidar Diagnostic,2021-06-16,2024-11-09,,5,5,0
43041,3322,Insight Medical Diagnostic,2023-08-28,2024-11-03,Nikhil Hugar,2,2,0
43092,2730,GNRC Hospital - Sixmile,2022-07-20,2024-11-01,,27,25,2
43141,352,Your Center - Dr. Kutty's Healthcare Pvt. Ltd.,2017-08-19,2024-10-15,Vaishak Shivadasan,1,1,0
43142,2178,Arogya Hospital - Delhi,2024-06-21,2024-10-20,Akshat Misra and Nikhil Hugar,3,3,0
43151,3015,Megsan Diagnostics - KPHB,2023-04-06,2024-10-30,5C Admin (Vaishak),11,8,3
43155,2207,Raj Scans - Dindigul,2021-09-18,2024-10-27,,3,3,0
43185,3321,Asian Vascular Hospitals,2023-08-26,2024-11-04,Mahesh Salian,7,4,3
43196,3747,BELS Hospital,2024-08-03,2024-11-04,Mahesh Salian,1,1,0
43209,521,Rahul CT Scan Centre,2019-02-07,2024-11-01,,1,1,0
43261,2967,Saraimeer Diagnostic Center,2023-03-07,2024-10-21,,1,1,0
43268,2897,Adarsh Nursing Home,2024-06-24,2024-10-21,Rajendra Prasad,4,4,0
43275,2471,Satyadev Multispeciality Hospital,2022-01-10,2024-10-15,,2,1,1
43301,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-10-20,Nikhil Hugar,1,1,0
43364,655,Sahasra Hospital,2018-06-23,2024-10-28,,2,1,1
43376,2737,Safe Diagnostic,2022-07-25,2024-11-10,,1,1,0
43386,2844,Prakhar High Tech CT Scan,2022-11-21,2024-11-03,,2,0,2
43397,269,Reshama X-ray And Pathology Centre,2020-03-08,2024-10-26,,1,1,0
43404,1089,Aarya Vedanta Scan Center,2016-08-23,2024-10-22,,1,1,0
43410,3491,Mahisagar Imaging Center,2023-12-19,2024-11-03,Nikhil Hugar,1,0,1
43540,3867,Dr. Balwant Singh's Hospital Inc - South America,2024-10-24,2024-11-01,Mahesh Salian,11,4,7
43660,2902,Shree Clinical Laboratory,2024-05-16,2024-11-04,Joel Elijah,2,2,0
43680,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-10-27,,1,1,0
43722,3426,Dr. Das Multispeciality Hospital,2023-09-25,2024-10-31,Mahesh,3,3,0
43726,2441,Ohm Muruga Hospital,2021-12-21,2024-11-02,,1,1,0
43733,2459,Agarwal Nursing Home,2022-01-03,2024-11-02,,7,2,5
43853,1016,Sindhura Hospitals,2018-11-06,2024-10-16,,1,1,0
43871,3829,Pooja Multislice CT Scan Centre,2024-09-26,2024-10-25,Deepak Yadav and Saravan Choudhary,4,4,0
43917,362,Pratham Hospital,2019-05-03,2024-11-09,Amith,4,3,1
43930,212,Hope Scan Centre - UP,2020-03-18,2024-10-19,,1,1,0
43965,3707,SGD Diagnostics Center Pvt. Ltd. ,2024-09-05,2024-10-17,Akshat Misra and Nikhil Hugar,9,9,0
43997,2604,Saakshi Diagnostics - Lonavala,2022-05-09,2024-11-01,,4,4,0
44009,1944,Pandian Multispeciality Hospital,2021-06-10,2024-10-15,,2,0,2
44032,1697,Platinum Diagnostic Centre,2021-02-23,2024-10-19,,1,1,0
44066,3293,San Camilo,2021-10-20,2024-10-12,Vaishak Shivadasan,28,24,4
44137,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-11-04,,2,2,0
44152,3044,Sanjiwani Chikitsa Kendra - Hyderabad,2023-04-19,2024-10-15,5C Admin (Dhiren Lohar),1,1,0
44188,484,Advance Diagnostics - HP,2024-08-21,2024-11-01,Anil Kumar and Saravan Choudhary,1,1,0
44224,760,Micro Digital X-ray And Lab,2020-01-17,2024-10-28,,2,2,0
44225,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-17,Rajendra Prasad and Nithin Bharadhwaj,6,6,0
